,10000,50000,100000,1000000,3000000
120,12138,47953,96008,1132648,2731173
121,9200,51042,114978,1107026,3166249
122,8731,52516,118295,1055200,3369049
123,12221,57663,115555,1110605,2607115
124,9521,56029,102252,1042840,2933225
125,7858,35844,92670,1004974,2398373
126,10853,47340,101873,899102,3191232
127,9778,51873,116547,834974,2956750
128,10395,48993,114195,1137455,2997665
129,9094,48912,93492,915850,2801773
130,11472,46955,92872,936948,3024159
131,9593,52280,88324,982910,3576074
132,10545,56337,107564,1134676,3653253
133,10043,46191,97673,897994,3132497
134,11438,48834,113746,1103341,2844093
135,9669,52409,111846,1007380,3094454
136,10220,57350,94218,1174931,2506013
137,9351,53868,94255,1003467,2817909
138,10984,41111,86122,968404,3309416
139,9323,44494,106106,909901,2609372
140,10452,48181,121070,913182,2659496
141,11584,42695,87481,1078162,2820476
142,10205,57383,102274,1044156,3006099
143,11338,53541,94514,938598,3102016
144,8484,55718,121405,1046502,3238913
145,9824,45346,96513,988200,2600470
146,9924,43236,105976,1060917,2943617
147,9375,37355,108181,940658,3672667
148,10525,48081,118100,984546,2883227
149,9213,52170,101707,1042747,2543273
150,8184,46927,95791,1085753,3215493
151,8792,54930,94736,903538,2789348
152,9769,57663,99379,1124090,3083827
153,8680,47257,90086,1071471,2453602
154,10884,46451,106723,993005,2577980
155,11165,54400,116312,1026212,3054396
156,9468,50334,112406,865088,2829708
157,10606,44638,118562,952485,3386523
158,11127,51085,86802,1084256,3033402
159,11015,54120,112836,852161,2671718
160,9734,57744,106888,1151996,3023603
161,8798,50916,98141,933517,2654602
162,8475,45777,104583,1051940,2914128
163,9850,51425,98741,841583,3056722
164,8997,46316,100527,969559,3339036
165,8543,52725,120257,982270,2755242
166,8880,50544,114905,1045574,3324850
167,9743,50870,110649,1205319,2339878
168,11544,48691,110815,934210,3076246
169,10700,47041,90933,940105,2915282
170,11237,41761,66332,969191,3372254
171,10732,55295,105935,1148843,2965294
172,8768,52661,99315,1117386,2272468
173,10501,48461,96872,1124902,2484592
174,10412,47229,100675,1042768,2897974
175,9291,59012,104750,1066659,3225811
176,10951,41675,118159,939509,3020323
177,9571,44376,110680,999192,3145199
178,7017,39921,116144,1093469,3042505
179,9294,50378,109217,873979,3406005
180,10179,53892,93837,1133054,2717239
181,9213,48072,93218,1041307,2877149
182,9447,51254,77434,1146165,2760623
183,9771,48019,126148,1054112,3174960
184,9417,52752,112454,958380,3198719
185,10932,57674,93148,974783,3359971
186,12033,48991,107154,944607,2683597
187,10964,46760,109499,988884,2889120
188,10963,53837,109384,1017498,3280410
189,8877,37215,88196,1131676,2684344
190,10666,47925,98152,1078993,3114049
191,9561,45657,132245,1087680,2777036
192,9899,54556,104976,994009,2806255
193,10398,60926,102288,868970,3540645
194,10167,49569,103142,847877,2880914
195,8867,59911,97817,990796,3046036
196,12171,42397,94281,990188,2921204
197,11890,49156,107018,1016498,3051834
198,8839,49757,79233,1195978,3167144
199,8197,47944,103820,845435,3069983
200,10394,45794,93664,1030499,2820987
201,9596,55560,94019,891347,2957891
202,9127,55954,87234,868245,2327069
203,8717,48155,115888,825640,3009369
204,9681,46695,95427,1032140,2528655
205,10734,42496,105798,1023371,3021403
206,11241,48026,82568,727401,3396460
207,10651,49641,96382,1131148,3120098
208,10265,49505,102807,1042379,3063064
209,9732,41874,111074,1076905,2934873
210,10108,43738,101818,1026778,2967543
211,10163,54412,100004,992714,2787873
212,11724,51767,98308,1070213,2996133
213,10807,51739,95694,1131341,3357711
214,9902,44627,101684,1122640,2723803
215,7892,48202,99859,982999,2938081
216,11788,62329,102729,1065957,3308846
217,10642,45460,113726,943614,2857333
218,11114,49103,110832,929050,2954678
219,10508,58066,104487,1128859,3073717
220,11145,55541,84799,1133127,2562362
221,10831,52095,91558,1049564,3150290
222,10106,55829,100830,1052189,2966472
223,9053,56241,96425,930043,3251488
224,9293,40068,91565,991821,3149388
225,8978,56695,99438,1003469,2959243
226,9591,64463,95230,1124963,2841261
227,11378,44415,102620,932602,3085293
228,10666,50255,113871,1065648,3269395
229,9733,49112,105368,976762,2905984
230,10942,52614,91327,845236,2941685
231,10094,42954,94356,1012335,2925037
232,9473,50246,100876,1017893,3068007
233,9009,51376,102895,878273,3034000
234,9465,41745,110337,884574,2865016
235,7774,52293,99774,1135804,2950897
236,11937,58589,86171,1081966,3192369
237,10239,49741,88493,1025313,2777937
238,10639,42527,105630,999691,2824620
239,10170,59012,103061,869725,2671865
240,10338,56450,99204,1054727,3043803
241,9630,36276,99332,1129316,2673786
242,8278,49727,108670,1027902,2957148
243,10199,46939,105439,1019029,3363813
244,9267,49354,114753,1006372,2835753
245,10819,43821,101295,1038264,2905269
246,8987,50093,88250,982886,3060695
247,10401,53726,92421,1102647,2881150
248,10452,59639,79211,1004420,2817414
249,11477,52664,88799,774723,3713407
250,9726,38488,114195,1084545,2546720
251,10241,48240,81969,1162702,3243556
252,10013,51796,91681,1246826,3832085
253,7810,55976,109650,782169,2732758
254,9667,42484,96669,1068905,2661806
255,9919,47984,90357,985986,2812055
256,9214,49562,93572,1056792,3358350
257,7612,58303,94711,925565,2883642
258,10966,55256,96157,740064,3231353
259,11225,52495,87857,943489,3361705
260,7623,50453,107198,966557,3046003
261,11976,51346,101904,777887,3275466
262,10145,51638,97198,894960,2756896
263,9921,48098,82362,1011546,3449539
264,8574,43392,111375,979007,3407013
265,10119,50063,90433,961833,2534400
266,10776,56458,110311,1066214,2895145
267,10761,51786,117750,917296,2931357
268,8989,48816,109877,1029204,3499262
269,10696,46840,103182,951599,3522448
270,10471,53078,97481,920779,3148824
271,8599,48871,93920,843995,3042135
272,10111,49078,112532,1111887,3131957
273,10259,49531,81760,1141843,3208429
274,9654,48941,116771,1126890,3281870
275,9948,51025,120062,1095168,2708991
276,10900,51591,95050,1006535,3454900
277,8612,51097,107969,1007983,2998298
278,11969,49201,108655,1122540,3137532
279,9080,52839,104987,1082161,2959316
280,8600,42991,100458,894967,2796641
281,8620,48585,96555,1043321,3031112
282,9747,51895,109387,1040752,2885283
283,10509,45594,92194,976502,3550628
284,10994,44815,95874,995285,3187172
285,10146,54191,89422,1024830,3600253
286,10604,47184,81799,1048605,3522411
287,9782,57534,90573,1160609,3075976
288,10300,43189,95524,1154050,2788036
289,11888,49928,110664,1056619,3337510
290,9139,48988,93130,976258,2563459
291,8400,49133,99863,1084907,2871122
292,8749,54530,89688,965188,3303673
293,12864,45412,96589,981639,2611036
294,9187,53761,112774,1011048,2902291
295,10076,45962,102513,953816,3085457
296,7695,54638,119396,982286,2412520
297,8123,56132,101194,798984,3025835
298,10949,50605,114279,1031418,3088521
299,12221,52896,98512,1040203,3020392
300,11098,55053,96987,1293664,2940541
301,10067,51133,93168,970197,2757857
302,10138,52164,91126,1270589,2931617
303,11344,46110,90097,1036222,3374739
304,9883,53369,128335,1014932,2801384
305,9532,48781,98058,849827,3192643
306,11382,52348,88036,957867,2812207
307,10274,51738,106714,1026312,2613324
308,10937,48680,95191,902489,2970053
309,9200,52941,93325,1088325,3365427
310,7976,47280,108189,968486,2401004
311,9077,50458,97432,975914,3267536
312,9920,51129,97252,1020480,3347033
313,8308,58211,97026,1049782,3030363
314,10147,42863,111245,907834,2870467
315,11835,53445,98857,975779,2612705
316,10008,50474,95245,1046907,2936005
317,10194,49958,104710,882980,2665361
318,10872,53626,105885,907844,3042032
319,7884,46431,121587,1088571,2959595
320,10027,51028,96121,1181394,2930991
321,9711,47783,116362,940440,3079658
322,10021,48538,132453,837345,2783842
323,9843,52031,114787,1091269,2808769
324,8195,46724,90450,1114389,3456413
325,9577,59112,110024,1054625,3066445
326,10421,45465,93369,958702,3316250
327,11190,46136,89590,1135737,3143730
328,9122,51978,104367,843477,3120622
329,10825,54336,87314,1217753,3715065
330,10282,43549,113647,961165,3148428
331,10964,47315,107367,862240,2942382
332,10050,51179,83412,1036427,3053659
333,10377,53016,103620,974222,2794520
334,9667,46372,121559,1082564,3332208
335,9981,46379,98092,932167,2257565
336,9373,52423,109001,994542,3469677
337,9578,47657,107240,931538,3285698
338,10744,45036,95911,1145655,2650029
339,10478,39810,103539,1017140,2954205
340,10198,49906,109584,1131173,3339134
341,9497,49389,75523,1117689,3350172
342,9810,50686,126157,984245,3027907
343,9168,40219,100070,920877,2389088
344,10011,55648,103343,885087,2921498
345,9397,61488,107556,1350534,3105941
346,9460,56759,116501,1109284,3510860
347,9581,53471,89176,884031,3041372
348,8407,57549,96937,824875,2854510
349,9842,44818,122635,1134479,3073180
350,10215,41111,99415,993186,2795979
351,11231,45290,101425,1024833,3180575
352,10003,51001,103004,839092,2998407
353,8421,53843,95908,861107,2860437
354,10092,50224,112177,1057388,2738101
355,9826,46933,113922,738285,2982721
356,8831,61385,90572,1205491,2835674
357,10808,54290,83638,1040764,2709237
358,9777,54112,112597,1049732,2811857
359,11029,43013,98023,818365,3190974
360,10524,45110,90843,1061769,2976635
361,10397,55323,106252,996217,3278510
362,8744,51134,91036,1150034,3174840
363,10056,49311,95104,946902,3453028
364,9521,41879,117305,970933,2612161
365,10256,48629,89160,1063916,3195513
366,10175,50076,108347,1053748,2848931
367,10415,42506,99618,1041606,3111948
368,9130,56395,114841,1132352,3167206
369,10885,52925,94406,1096834,3179115
370,8596,48147,103512,974408,2860433
371,9474,47725,85876,1092018,3117370
372,10227,42050,115510,1005179,3395030
373,10230,45897,114368,1042766,3075342
374,9088,47834,107167,1028785,3084256
375,11158,47306,93968,1155408,3110602
376,10863,54602,96958,994826,3652127
377,10323,55217,106950,1037971,2814904
378,9419,48078,105021,833954,2754425
379,9514,52967,116763,958819,2800586
380,7441,46696,94580,983543,3133057
381,10531,55011,99479,832341,3299977
382,10211,53935,97109,1212134,3148844
383,9539,46992,109708,882998,3292798
384,9524,42136,100669,1012531,3232384
385,9798,41820,98976,982105,2773922
386,10321,58414,112577,969564,3193872
387,8626,49004,108738,989668,3387066
388,9936,46542,104280,1079933,3241405
389,11705,55086,105543,923690,2866404
390,10976,51152,88259,1049761,2984640
391,9217,45699,106422,846562,3215618
392,10882,50574,98594,1048947,3287015
393,10304,41588,97891,1141954,3582758
394,8824,47051,89614,1041053,3799583
395,10368,43328,119998,1054396,2708940
396,9938,46528,102686,855148,3091748
397,10215,47169,109672,917258,2702693
398,10181,47399,99972,1056398,2914681
399,10481,40584,113170,906220,3578665
400,9350,47998,104450,1109778,3092500
401,10034,49648,77915,1010485,2672334
402,10969,46224,101080,801159,2995281
403,10871,48970,98890,1060745,3414212
404,11085,43323,87040,881502,2826435
405,9212,50040,100259,1036161,3259981
406,9464,48283,94466,911280,2588886
407,8934,44761,111327,1104312,3504085
408,10222,53609,97996,1071984,2924202
409,10118,56390,89571,1196142,3128354
410,8737,52180,101889,1141184,3001103
411,10604,58484,93952,1043281,2844785
412,10060,51731,104961,964991,2356748
413,8224,56369,106107,951572,2763903
414,11538,56582,89269,885338,3729590
415,10752,52850,104743,959235,2578730
416,8129,52588,105777,1018234,3089156
417,9804,45111,86864,1134184,3305513
418,11421,47982,91135,1082425,3395496
419,10503,46679,102808,734003,3632163
420,9944,53076,98061,910398,3378357
421,11690,59698,95076,1016726,3219817
422,12518,50996,112985,852649,3496664
423,8891,54242,106730,1043804,3227815
424,10854,50044,105307,1030413,2612968
425,9899,51871,96179,982611,2892777
426,11671,47086,93130,967509,2844195
427,10845,56540,95604,1048530,3042122
428,11234,46101,89128,917837,3351405
429,12099,45656,101278,1118517,3324618
430,10068,44858,95222,983174,3105546
431,9672,51857,90755,992782,3017947
432,10237,52737,107845,966970,2975846
433,9825,45921,85803,1163155,2650483
434,11035,45971,104436,745701,3035475
435,10563,59919,95440,994427,3030335
436,9150,48448,104405,1082624,3047612
437,10485,45195,102288,970504,3691079
438,10501,48263,95968,919958,2846315
439,10343,50153,89845,956130,3207014
440,11655,46304,81699,1090753,2493113
441,10055,56212,100042,916535,2352207
442,11200,53840,96623,938906,3516568
443,9700,45303,78579,1161589,3032099
444,9255,52627,87089,926949,2598431
445,9289,40727,116842,1280553,3353220
446,9852,54831,116418,1099215,3110087
447,10127,48375,110149,1083519,3097318
448,10505,55195,76286,978868,3072539
449,8843,56378,88972,1037936,3254549
450,8753,53768,101435,971145,2695267
451,9926,50391,108717,1000368,2672931
452,9669,54101,88425,990402,3398932
453,9423,53249,115001,961644,2743893
454,9277,50238,89107,1130909,3112908
455,10201,46792,106110,887617,3076600
456,10513,45631,84115,818524,3228502
457,9722,52074,105922,1221891,3201147
458,9781,51063,111334,1043252,2676126
459,8301,45207,113214,1105034,2643357
460,10192,49033,99074,864294,2907661
461,9812,53257,98035,950733,2778022
462,10618,52643,93570,1199636,2860534
463,9918,51813,96593,1115835,3015832
464,11155,49743,95423,876007,2967864
465,9763,46944,88613,1014614,3173852
466,10625,48671,100618,1044410,3027225
467,8922,56563,102673,1024060,2520635
468,9736,52856,113025,901205,2634145
469,9867,49252,114182,1036305,2980518
470,9747,49608,111245,908856,2617158
471,11071,53751,104345,945247,3325271
472,9566,48155,100137,889071,3439263
473,10711,54363,110991,1002925,2434510
474,8395,65061,99269,846129,3239896
475,11254,55041,108601,951034,2849959
476,11320,56485,84235,1031173,2798269
477,8444,58257,104029,1133441,3619385
478,9564,54947,101415,949966,3069048
479,10408,50774,93660,930641,2780738
480,9354,51013,81900,1207519,3447153
481,9987,47731,89780,1093337,2914534
482,12561,50012,89097,1068079,2763608
483,9834,54181,114171,1080791,3569537
484,11397,59915,110613,981487,2630373
485,8533,52017,91285,1052064,3249593
486,9386,48569,86792,924812,3037646
487,11955,46922,102631,875202,2887758
488,7814,53707,108117,1019015,3543972
489,10859,45914,112481,797978,2760446
490,12715,53384,96981,1005187,3200658
491,10807,48080,97100,1098633,3086824
492,9592,51112,107910,933813,2894415
493,8701,53004,98617,1227373,2964583
494,10394,51999,103109,920316,3727278
495,8848,47920,104329,919136,3173782
496,9991,57130,99970,1059223,2991325
497,11201,54838,104396,1016255,2896748
498,10397,56318,116159,993796,3014491
499,9220,47420,115015,912609,2357473
500,9349,54927,115892,1018446,2927237
501,11259,50041,91839,1085181,2596581
502,9533,50326,101305,937205,2922936
503,8792,49538,110210,1076061,3085241
504,10220,49278,101494,1130932,3040695
505,13241,53612,81346,1004774,3248725
506,11396,45416,99448,969295,3401072
507,9773,52753,96305,1144317,2786834
508,10464,51995,103473,1115026,3074218
509,9795,53942,93149,965923,3541096
510,9601,60644,91351,1004638,3130414
511,10422,49659,109092,993713,2758781
512,10835,52997,100486,1079760,3304311
513,11327,41254,102200,1070134,3447022
514,8114,49567,107316,1035279,3298523
515,9187,48864,101259,899294,3141212
516,11182,55122,100048,1194164,3537149
517,10976,55208,118587,1049822,2721252
518,8902,56021,87599,1232442,2796680
519,9929,54262,116528,925142,3278186
520,8908,54967,105526,1012057,2697807
521,9097,49754,99641,1077526,2429389
522,10675,62209,117416,1192359,3673018
523,9758,51383,103103,1082170,3310683
524,9645,49395,74284,1087953,2614254
525,11271,55190,90646,982514,3160965
526,9448,47124,100095,945984,3117083
527,10181,44095,73576,908006,2522378
528,10572,48847,97017,1086408,3106446
529,9877,57165,82218,1146007,3041786
530,7870,52453,94969,921226,3324309
531,9192,55395,96025,847240,3204315
532,9691,44171,118087,1069345,2976346
533,9276,45217,102779,1018940,2955414
534,7818,46803,112014,862451,2845936
535,10198,49126,112128,1053565,2603456
536,10238,47887,95695,1046536,2646767
537,8412,45429,105556,1022231,3022746
538,10242,54248,114479,1192275,3608433
539,9622,51776,80896,1001840,2955020
540,11261,44316,89740,824973,2840570
541,8803,56599,88278,1018718,3206636
542,9622,56877,107082,993186,3070225
543,10097,50102,99180,892990,2985972
544,10731,47683,92194,1063183,3127957
545,11457,52130,93470,1035541,3098554
546,8855,49267,102464,1261643,2868495
547,9501,42608,110937,1083064,2609590
548,11158,56111,88906,1178737,3073477
549,11385,57552,95137,1182574,3078579
550,10247,53014,107500,1125995,3107447
551,9719,48593,100285,1043714,2964536
552,9754,47879,108087,1013452,2763019
553,10839,50902,98327,1151685,3112050
554,9958,47127,117007,976426,3220748
555,10596,55375,101952,1063313,3159858
556,10995,49022,101751,978492,2966247
557,10590,50633,97460,790979,2872881
558,11059,53082,101797,978247,3048500
559,9271,48407,96788,1053794,3077296
560,10008,50452,98322,1142044,3385985
561,9874,48578,91424,1125173,2650846
562,9868,44783,111052,1013343,2875100
563,9543,53946,92254,1021173,2750835
564,9910,45440,107098,1025373,2399962
565,10358,47418,96371,993828,3048981
566,8565,45259,102128,1196067,3108813
567,10603,55645,117757,1169960,2613355
568,9204,54026,106084,944796,3526701
569,8906,46623,107393,945285,3130083
570,9814,53561,92428,1097812,2696777
571,9083,45995,120702,1072935,3087455
572,9717,46099,94706,894259,3348545
573,9993,47837,88809,1071138,2872576
574,9775,39597,93521,949163,2834083
575,9914,50402,130672,1067369,2645909
576,10328,48057,107682,959793,3041094
577,10613,50529,102463,931927,2940100
578,10765,54713,128334,1127318,3082366
579,10003,44986,106891,1066673,3136124
580,10672,46292,104603,909689,3161086
581,11344,53794,95411,867769,2890888
582,10551,44897,91986,971612,2786539
583,9913,49728,87588,1156023,3204221
584,8580,49294,93343,1057561,2638472
585,9307,47324,85082,1170308,3145187
586,11019,42228,112069,1016363,3377301
587,9543,57034,93387,937279,3431614
588,11758,52681,100199,992918,3240803
589,8130,53983,96531,1073376,3097036
590,9882,45714,104970,1013908,2944422
591,9818,42820,100481,1247170,2795402
592,9832,46375,100808,936719,3014452
593,9954,50226,112067,1163531,2977609
594,10554,48634,115279,885363,3426871
595,9581,55034,117999,1197829,2770463
596,9884,48352,86169,889433,2451578
597,9154,43963,95484,1151083,3127697
598,10358,52214,95372,1010509,3078104
599,9064,46821,110287,1069002,2675055
600,11603,56921,92136,886552,2516022
601,10475,53953,108704,893003,2753718
602,10698,52250,127553,1014504,3152644
603,10277,44263,116898,978233,3228669
604,12460,61438,98424,912088,3246393
605,9964,50033,103230,1034560,3463013
606,9807,52956,94446,1034423,3034667
607,11985,58329,97679,1101361,3147968
608,11334,48932,105677,1023626,2401256
609,10940,48015,103103,945150,3104818
610,8049,49984,100723,1116514,3327798
611,10717,55474,93186,1033647,2639528
612,8826,53737,102626,952298,3469713
613,11737,43596,89359,926109,2889360
614,11691,56394,109621,1016731,2197547
615,11493,54847,92674,893530,3241021
616,10847,49639,102932,971213,2752162
617,10360,54853,106570,969302,3085647
618,10281,46545,101929,915630,2871781
619,8664,53611,102776,1004831,3011693
620,9926,50429,109131,1281844,2969381
621,11011,45569,98335,924927,3236094
622,9966,52284,76492,1081073,3406173
623,9524,52161,97725,1096074,3303528
624,10727,48426,86166,1024128,3303590
625,10715,54724,94931,995243,2628032
626,11973,51271,90276,1066337,2884181
627,10164,54740,105426,1158845,2758728
628,9630,45655,117092,1052217,2940537
629,11335,54864,98434,917825,3117522
630,11052,52438,114155,977291,2892534
631,9849,47822,88052,1013428,3165524
632,11006,48954,106273,1150746,2869027
633,10014,49119,96569,1040173,2990313
634,9477,51927,95141,1101868,3198232
635,9405,52750,102926,974114,3407414
636,8322,49421,116822,908423,2938094
637,9648,44026,109813,1031611,2983655
638,10716,54462,106903,1001546,3517067
639,9396,50263,120651,1113215,3113048
640,8597,50654,105134,1101045,2882895
641,10234,47942,100833,1189899,3324400
642,11192,54856,92584,977476,2681968
643,10383,52470,98454,1030984,2897474
644,10908,48590,100075,1275223,2930963
645,10916,50533,111986,1004445,3318713
646,10615,56463,94155,1099049,3021345
647,10270,40042,100866,985307,3125737
648,9587,51694,111308,972829,3035521
649,9351,52490,86283,1161958,3206617
650,10674,54997,125469,1141119,3435951
651,10904,50841,101876,1190308,2964745
652,10883,48756,100922,931856,3199890
653,11182,51440,107643,957402,3585087
654,10362,56473,100598,1049807,3008169
655,10034,56561,110388,1034318,3072677
656,9061,44632,93664,1138447,3573740
657,9965,56962,101251,920115,3497211
658,10291,48575,99730,971703,3077669
659,10636,51448,99479,1045426,3216907
660,10608,41865,108966,900369,3011586
661,10056,60538,112572,1061477,2735361
662,10019,56362,94238,1248068,3328465
663,11279,49014,126589,1146425,3171508
664,11843,52690,120439,967344,3023619
665,10423,59154,109718,1037591,2816854
666,10540,58763,92397,1058204,2330907
667,8362,49082,107924,1066577,2596248
668,9233,54619,104731,930006,2578128
669,11118,58133,110143,1082276,3210280
670,10350,49629,98324,1058643,2586455
671,11219,54091,110471,945687,2994640
672,9426,47498,93601,1033282,2963631
673,10350,46979,103383,959720,3068003
674,10542,55112,112416,932166,3547685
675,9969,49215,108445,899399,3031952
676,10617,45407,107128,966791,2792311
677,8968,51384,89566,1009901,3224965
678,7885,48563,90238,1088323,3254657
679,9501,46438,102451,1031014,2888925
680,11087,37700,101967,1053757,3468434
681,9146,53229,106684,999722,2731274
682,10488,55450,92630,941100,2825120
683,9015,43334,93421,1198940,2485336
684,10578,55701,114428,986153,2702424
685,10801,53605,105672,909732,3331077
686,11200,43885,96279,1032605,2727598
687,9025,50633,97894,1024444,3423138
688,11588,55473,84814,900032,3165348
689,11698,46913,108841,1115582,3092875
690,9280,45007,96609,1045344,2599885
691,10244,50503,94668,1101183,3017970
692,11825,50366,87012,936199,2752554
693,11950,50561,101486,985347,3480975
694,10242,53341,125884,1024961,2993732
695,9585,60044,100684,961554,2817748
696,11464,56338,102425,972962,3134035
697,10881,48405,99372,1204096,2769990
698,9980,47255,99054,1061783,2565481
699,10826,48282,114196,925878,3332706
700,10168,49886,93841,852823,2402304
701,9860,47765,98720,1148040,2867771
702,9798,39509,97289,1080985,3420364
703,9889,52226,94331,1105059,3089798
704,10778,50053,99386,1010981,2880194
705,8191,52111,89670,917513,3301226
706,9925,54872,112796,897471,3195146
707,9264,54128,99004,1096598,2978878
708,11681,53406,82864,977837,2576842
709,9026,44568,96006,1162886,3214003
710,9362,50508,87847,1125409,2856135
711,11830,55874,117907,905031,2759653
712,9796,46456,105846,924734,3304449
713,11568,52912,102109,988490,2892625
714,9835,52139,110343,1010265,2861533
715,9383,48633,113973,1179336,3445959
716,11972,49418,106404,1096990,3267763
717,10662,50684,123715,951882,3165437
718,12176,58947,111563,1097217,3141492
719,11003,46399,74146,1257645,3135946
720,8289,43916,87481,1096050,3224672
721,11576,45952,91876,857795,2922063
722,9631,44259,106784,1125913,3209283
723,11317,50337,95287,922644,3128376
724,10708,52859,118952,939293,3236884
725,9932,55442,88708,1037379,3254784
726,11361,54233,104142,892823,2902566
727,11471,50196,102194,910713,2930977
728,8870,45996,101208,920826,2846997
729,10624,64178,93887,880763,3266056
730,10860,48778,118779,1089212,2792960
731,9927,52009,112887,1129367,3481342
732,9614,48592,95654,1071749,3214360
733,9359,51869,103840,1180834,3347870
734,11429,51878,111051,1046710,3358158
735,8682,53148,90837,1151180,3072488
736,10752,42761,99429,1140845,2840902
737,10421,49984,100592,1114839,2949476
738,11211,51369,94109,985703,3231201
739,12586,62822,108056,975261,3103970
740,10238,58240,109317,1104694,3294030
741,10460,59634,106429,990455,3382470
742,11114,48438,80109,1135975,2893662
743,9750,61811,108722,956973,3202220
744,10130,59120,110093,1028122,2671484
745,9720,48979,106140,1072464,2987103
746,10241,54585,120258,1092249,3182130
747,10483,50058,95701,933462,3377457
748,9553,50988,109180,943671,3078029
749,10303,55684,112217,1156378,3594997
750,12532,53780,103766,1015743,2873980
751,9674,52260,105641,951788,3550316
