,10000,50000,100000,1000000,3000000
103,10132,52156,101429,1044565,2858837
104,8297,49116,101487,934809,2918057
105,9581,47271,103507,924584,3157887
106,10020,44389,100590,1050455,3154636
107,10418,52913,92528,1147778,3036469
108,11632,51351,98617,988843,2521237
109,9369,42988,91552,924520,2936215
110,9281,43641,111071,985873,3104539
111,9902,46682,82234,898796,2986384
112,9994,51539,106838,984751,2957636
113,9648,51941,96829,1062638,2815774
114,10797,49475,96864,938288,3096108
115,9396,43293,92528,1044974,3056957
116,10086,51925,90505,929554,3187271
117,9789,47534,88154,849604,2987216
118,10284,49189,94064,1094095,2937466
119,10241,49216,96685,976922,2953957
120,9590,52027,98772,1052118,3127874
121,10520,54902,102487,947459,2803088
122,8956,50538,94916,896102,2476923
123,10600,49638,89547,1085791,2867762
124,9259,50735,101443,1077822,3437585
125,10031,45915,98637,1016187,3019353
126,10065,50611,112188,1142462,2935279
127,10613,48878,96217,1130712,3280453
128,9495,53310,107234,983490,2748972
129,9858,55213,103701,1098010,2507646
130,8350,47825,106192,892620,3034175
131,9162,44230,106757,949793,2978283
132,9790,48434,91721,1036497,3163532
133,10154,49382,107923,945247,3139585
134,9350,47893,102746,969685,2893559
135,9138,50014,82014,990484,2952845
136,10010,47224,113552,1075582,3080933
137,10863,47102,111043,920163,2772547
138,10817,48075,98422,912004,3028540
139,10286,47200,102861,1091220,2808763
140,10064,50651,118848,1008795,2859551
141,10853,51508,99869,986387,2949109
142,9769,51772,99304,1122180,3039743
143,9698,52481,116500,942549,2995990
144,9942,52670,101723,1130896,3193113
145,9803,49200,95741,1040191,3008777
146,10170,50138,104332,1027189,3419009
147,10544,50513,105064,1105705,3343000
148,10951,46004,104363,915453,3240927
149,10717,49054,105837,971052,3096402
150,10633,50434,98599,1036798,3424286
151,9844,47935,103712,891391,2935942
152,9364,53101,92295,1076757,3167356
153,9984,49537,96198,1039425,3028696
154,9900,41054,110224,1011743,2910071
155,9839,45756,94982,997453,3116302
156,9786,47560,95376,975714,3361287
157,10404,55968,96250,947564,2745088
158,10370,50340,96801,1102577,2914165
159,9127,56273,90423,972284,2851520
160,9541,56918,105385,975190,2921887
161,9636,48142,95095,969916,2924799
162,10627,49891,91944,1082685,2903927
163,10337,44528,101952,924695,2575775
164,9497,51789,97708,1056695,3045896
165,9683,51731,108261,950788,2804691
166,10480,50784,95631,928776,2620845
167,10974,51848,99391,969245,3155120
168,10438,57165,109676,1072769,2975471
169,9953,52183,92834,992378,2960129
170,10128,51490,102575,1077577,2652483
171,9523,48246,96075,954366,3020289
172,10250,50603,101600,1031922,2892966
173,9913,53187,112026,1007518,3044322
174,9990,53188,90165,1099478,3072486
175,9798,51917,88195,884196,2818165
176,10479,44894,107027,1046429,3074001
177,10540,47874,91757,981405,2734429
178,9673,46366,95679,988052,2971840
179,10078,44736,96431,991811,3253691
180,9009,53581,111205,1023906,2800356
181,9379,50775,105599,1123437,2987041
182,11344,51793,115619,930765,3239281
183,10283,49124,100671,969934,2903160
184,9513,51181,102838,870652,2884075
185,9670,51237,100363,975040,2860019
186,9841,49238,105290,970784,2652874
187,10867,47231,102094,909543,2750950
188,9672,49411,87561,889645,2861673
189,10105,47657,86502,1078678,3062155
190,12360,41893,101574,982360,3027053
191,9227,50346,98700,945463,2823171
192,9370,56125,91824,883503,2740200
193,10577,51899,103002,1074736,2548023
194,8735,50334,98207,1070099,3260657
195,9335,49922,104750,904700,3113831
196,10454,45173,98741,1073617,3009733
197,9932,51167,101540,1048293,3337375
198,10399,46539,120063,1001019,3034001
199,9966,57834,98338,1132818,3138993
200,9800,47729,95276,1073092,2965442
201,9330,50957,105204,1022451,2997192
202,9904,47159,107938,897239,2972911
203,9242,47151,97518,1083071,3229346
204,10429,50946,92997,1027652,2867062
205,10147,49407,108461,959405,3114129
206,9579,54829,95210,1029878,3086373
207,9727,41043,101744,971839,3173775
208,9854,50392,92831,990762,3135580
209,10240,48715,99092,914561,3344458
210,8934,47411,98523,958955,2694010
211,10665,43746,104981,866897,2890181
212,10467,48408,96299,998099,3006286
213,9948,45481,96319,1103977,2940763
214,10179,49796,96839,1111063,2974011
215,9517,49695,102921,997088,2369328
216,9620,58892,103762,998614,3010649
217,9135,52466,107701,1057207,3076388
218,9943,45754,104538,952537,2768612
219,8890,45792,99360,1044234,3165150
220,10220,47000,107144,900992,3060838
221,9455,45166,107371,1001240,3131522
222,9270,46800,96165,999645,2858622
223,10223,46923,104815,999004,2849231
224,10199,52190,106392,972224,3441160
225,10507,51461,100651,1048541,3134580
226,10709,53470,107905,1133548,3088767
227,9364,54210,103763,1161989,2922179
228,9114,41099,100839,1207481,2998128
229,8956,45507,93217,988493,3038479
230,9404,51486,99365,928216,3208326
231,10674,47799,102583,1055217,2719484
232,10879,51254,101118,972904,3050968
233,8963,51416,102045,943407,3040911
234,8787,47586,104434,1063962,2878047
235,10546,48923,104654,988493,2935759
236,10619,48448,100013,984482,3044791
237,10122,51085,100804,1000270,2796578
238,10226,48404,94276,905601,2896620
239,10940,57253,99899,911076,3089635
240,9844,46567,102390,1021843,2798609
241,10757,48617,104100,1116000,3015509
242,9761,46589,98564,909934,2790485
243,10854,53445,96583,1131370,3302876
244,9365,46201,89170,1111801,2932780
245,10330,44543,97179,919669,3095503
246,10361,49955,100960,1163837,2778167
247,11006,49785,101969,1095578,2862709
248,10559,46964,91684,1065708,3267514
249,11255,46267,108281,1023591,2924043
250,9443,48434,87199,902016,2703641
251,10361,46720,94138,1102377,2819937
252,10003,49804,99005,902166,3135566
253,9866,50344,102620,905574,2765655
254,9679,51953,98687,956280,3134579
255,8810,52195,103782,963443,2702093
256,9173,53070,106254,957024,3359269
257,10772,46814,95900,1026584,2859678
258,9728,47137,99127,870503,3252346
259,9682,51069,98307,1062918,2986066
260,10224,42330,100894,1041083,3000561
261,9588,52026,103652,1012341,3097207
262,8745,52516,95048,957015,2844526
263,9880,51361,96737,1006579,3373171
264,9635,42982,100313,1017040,2956419
265,9755,49636,93489,892745,3011994
266,10986,48122,105711,1002569,2748654
267,9356,45541,100368,1020210,3133226
268,11498,49911,99164,913929,2925384
269,10462,51729,96804,922846,3278175
270,10105,51544,102320,966978,2791957
271,10093,56509,85592,991494,2923743
272,10221,52365,108086,940717,3057650
273,9927,49164,99376,1057633,2645607
274,11546,46833,104060,1017636,2975909
275,9221,45738,103448,875380,3141637
276,10434,48312,91466,1038515,2981065
277,9750,45110,92243,941433,3244150
278,11420,53470,104921,845396,2857781
279,8439,49238,94675,1014366,2877026
280,9564,46865,102658,950097,3146734
281,10729,49572,100280,1033236,3101353
282,10473,52453,99591,1075232,3177192
283,9848,48485,96469,1025019,3241974
284,11758,47399,92024,976892,3173578
285,10056,51350,99934,998064,2946474
286,10387,48426,101274,978370,2794248
287,12021,54189,98811,995899,3077623
288,9644,47075,99127,1001979,2639793
289,8533,48831,99591,831204,3114399
290,9058,47905,108835,963686,2862855
291,8953,53797,95287,1045827,2933567
292,9998,49404,95185,855582,3074965
293,11037,53971,101147,1005044,3040911
294,10247,43812,101850,1026991,3041851
295,11240,49166,100238,913146,2814275
296,9982,45269,100054,1078484,3144935
297,9240,51308,106222,987783,2905787
298,11176,52450,104970,1020396,3297995
299,9586,52962,108756,889077,2807636
300,9832,52593,104162,959133,2797047
301,10260,51693,99035,1142599,3228332
302,10663,47749,95665,958274,2879636
303,10866,46883,100652,1011699,3079817
304,10187,47728,95407,1094063,3261408
305,9534,47803,102747,1005960,3155439
306,10374,54082,95890,1018116,3030658
307,10455,49205,101882,998577,3107607
308,11187,56656,102314,1053411,2999367
309,10074,51738,99145,900353,2877363
310,9789,49070,107628,992132,2999549
311,9314,54357,108728,1142439,2786407
312,8868,43490,95501,999948,3041624
313,10508,48026,99988,957832,3108260
314,10395,52574,105351,814403,2621847
315,9748,52084,103179,1032007,2742465
316,10823,51495,101267,1030177,2999250
317,10057,48827,98389,987559,2774780
318,10479,44012,110685,1074922,2858156
319,10037,47624,100387,943897,3139223
320,10000,45976,97321,957232,2738072
321,9051,49179,89594,1010763,3165484
322,10574,46409,114123,923892,2742271
323,9959,47991,90104,923569,2983097
324,9954,47828,104416,1020277,3058911
325,9689,53832,97160,959941,2767432
326,9666,49562,94907,879359,2801858
327,9710,47532,98882,954597,2959144
328,9805,44165,89002,1067216,2811866
329,9645,45385,95373,1068403,2761863
330,8597,46817,99685,1058397,3500566
331,9910,47270,105813,1025088,3120266
332,8948,49744,102003,862637,3192587
333,9940,56875,95643,981837,3038611
334,10413,50266,104016,984884,3123281
335,9232,43349,90115,1078777,3082866
336,9321,53975,100206,930789,2623282
337,10104,50599,117324,1002126,2945425
338,10447,44164,99375,1114226,2801541
339,9519,51728,105104,1036865,2717677
340,10240,46234,106609,1022162,2777070
341,11018,46647,94103,1102527,2646622
342,9707,50562,107518,994851,2782614
343,9784,47975,104319,1004183,3289570
344,10649,47920,93001,1058830,2818876
345,9649,53842,91532,927311,2781450
346,10452,44903,102468,997330,2926648
347,10103,53607,89073,990995,3235867
348,10422,47788,101612,1071091,2731542
349,10471,49933,90856,931328,3092652
350,10410,41866,96342,985287,3325877
351,10306,48199,114448,949685,2982057
352,10698,46650,113642,966389,2824974
353,9652,54067,106424,948056,2931544
354,9734,47031,96899,1088633,3356520
355,11362,51006,101392,978707,3017862
356,9313,53608,98054,991710,2920903
357,10053,50091,98810,954864,3117372
358,10116,53550,105275,1027125,3167648
359,10762,51383,100672,864570,2889683
360,9651,47108,106704,1137779,3104972
361,10727,51590,98828,1153337,3064814
362,10194,50484,98824,996894,3099038
363,10695,47770,87548,1036701,3079801
364,10409,45735,99333,883167,2678697
365,9943,50829,101491,949923,2979162
366,9724,46551,109424,960645,3081421
367,10133,53366,95749,965102,3118119
368,10253,49495,101802,993423,2927399
369,9030,52413,104355,979747,2759579
370,10010,48789,101363,993223,3104515
371,9894,48563,96070,1046918,3180073
372,10837,52391,101389,984342,2733349
373,9472,51185,96389,1008821,2957383
374,11019,49446,104255,1015473,2906049
375,10464,51427,102796,976588,3193598
376,9927,47720,100886,964089,3194309
377,10194,45714,104241,1029471,2953799
378,9656,50614,93918,1034913,3146459
379,10381,52678,99224,915222,3107721
380,10197,52145,93057,1035099,2960210
381,9169,51919,96252,997040,2701389
382,9788,49540,101744,1045875,3211711
383,9572,47788,114208,1097410,2966176
384,9909,49440,94319,887441,3305918
385,9867,46824,106822,995591,2704298
386,9595,55556,108715,937440,3545119
387,9442,47005,104546,932508,3133576
388,9648,44370,112161,1021433,2884835
389,9736,50295,107285,1178605,2795607
390,8755,51375,107129,980974,3141449
391,8482,52023,88425,1021076,3076623
392,11274,45214,74285,1005291,3560027
393,9965,46463,103084,965751,3150839
394,10724,52009,103952,968429,2921002
395,10265,50353,94505,934880,2993673
396,10988,51293,93688,877473,2953046
397,10460,53348,95653,902754,3027137
398,10345,46743,92531,1068957,2848631
399,8870,49305,95609,1111430,2830580
400,11114,52952,104709,1047755,3073898
401,10193,49331,107005,934602,3133018
402,10070,47572,103665,1060075,2571813
403,10926,47263,99073,1032997,2944552
404,11195,44273,103253,964572,2876949
405,9990,45595,90223,1001967,2926481
406,11164,53075,95723,1007238,2867377
407,10069,47559,98128,1014013,3129493
408,10930,51042,92927,1054593,3150865
409,10578,47251,103086,1031791,3210055
410,10411,50147,100524,1110350,2973836
411,9896,54900,105664,952789,3051717
412,9579,50087,103524,973795,2932404
413,10186,54447,95345,1030857,2816002
414,9553,49802,98523,991621,2968848
415,10128,55475,93581,1001305,3287103
416,10383,52299,97571,956905,2934605
417,10366,54975,103171,1023837,2995505
418,10503,51686,96559,959029,3068864
419,8878,45369,95783,1022393,2904375
420,10464,51503,90833,941270,3192961
421,9885,54168,102211,1002175,3371890
422,9957,47620,98812,991403,2553839
423,9274,50891,107741,1148240,3371096
424,9979,46189,104881,921260,2833672
425,9995,54114,104545,1082188,2847565
426,10090,48251,89374,1074397,2872839
427,9936,51893,113078,1061410,2953066
428,9861,52053,103191,1043786,2829146
429,10142,45944,102112,957699,2853718
430,8758,48602,103260,1014348,2844115
431,9711,47308,105734,928885,3024905
432,10130,47356,95668,917487,2941801
433,9746,53577,107852,1158615,2993841
434,9872,53007,96005,867409,2744402
435,10054,51732,96127,1073050,3440330
436,10420,51957,103843,871851,2841779
437,9933,50168,102495,1008363,2803751
438,9815,50328,99528,1008934,3052774
439,10145,53129,92333,933281,3030142
440,10999,49685,100499,975263,2544248
441,10431,60655,99921,868844,2836618
442,8957,50044,104825,1032788,2702698
443,11025,45347,94881,1011366,3309684
444,9826,52056,91802,900533,2901942
445,9845,45793,95278,999519,3205475
446,9068,48659,101217,977649,2998720
447,10191,51457,99647,1020124,2868735
448,10735,55498,95143,1079293,2859144
449,10296,51663,106174,1063998,2870269
450,11691,47609,108753,1035190,3279758
451,10826,45069,117058,1134873,3014664
452,11494,50925,96430,1023194,3152516
453,11551,54404,105278,897825,2995906
454,10398,50037,97237,886442,3121845
455,9536,53577,90145,1021941,2882979
456,10283,50813,94534,1051608,3258584
457,9494,51271,102553,976248,2907155
458,10332,51844,91770,954210,3439108
459,9270,47156,107559,994230,2815288
460,9849,51714,92427,1042215,3143980
461,9095,54298,107481,892027,2921078
462,8269,52394,114077,944351,2866056
463,10813,47269,105718,1009444,3276978
464,10589,52017,90467,1017869,2980186
465,10661,47837,99724,1005288,2716476
466,9845,47629,105737,1015011,3144854
467,9606,50859,82587,1077387,2725642
468,9622,54115,83995,915757,2952403
469,10356,52543,111386,974167,2950907
470,9439,46145,105072,1002589,3060318
471,10440,52397,99475,981470,3008568
472,10365,54524,102167,1089858,2672963
473,9158,47994,99255,1029111,2771491
474,10557,51785,108500,993687,3137833
475,9736,45559,108039,933527,2683212
476,9308,50031,84732,988783,2735090
477,9629,50666,110390,1003554,2813241
478,9502,46986,96114,1066466,2863549
479,10259,43630,91932,1004941,2774069
480,9592,47898,90468,1003743,3045488
481,11112,53303,100582,1055125,3066412
482,9061,55370,99645,1023735,2726372
483,10208,54672,87720,1013813,3050322
484,9925,52184,99784,1088162,3069126
485,8994,51253,94606,982247,2780525
486,10737,48795,102711,916604,2988209
487,10122,46417,103747,945388,2995452
488,9949,45807,106427,1059537,3180457
489,9641,52474,88544,1020263,3091720
490,10267,50584,100172,1040755,2962219
491,10581,51162,91780,1000188,2936828
492,9540,51100,113244,910619,2879243
493,9888,49181,99042,1065493,2770815
494,10428,55019,91874,1004690,3423616
495,10236,53108,100639,1035508,3203522
496,10873,50229,94972,1126434,3022948
497,9073,48339,94692,985594,2814276
498,10875,49667,89739,976179,3215801
499,9515,51796,100842,1025260,2935528
500,9047,49323,98294,1030716,2973193
501,10340,45988,108245,1033122,2562586
502,9284,52478,99888,955621,2855721
503,9826,48496,92568,1011144,2761475
504,10498,50460,116590,1080254,3042243
505,9862,51703,105661,1055740,2978560
506,9024,45666,95447,1095518,2794629
507,9759,46875,103208,902774,2744630
508,10182,50958,103617,964249,2945042
509,10198,46949,93329,1071984,3249795
510,9059,46622,105222,896220,3607649
511,10645,53038,98028,1020730,3193035
512,10682,47815,92900,1021321,2808559
513,9782,49721,99279,936003,3024008
514,11003,46686,95346,940417,2955532
515,9199,49909,104301,971012,3220642
516,9526,51601,110034,944108,3293167
517,9853,54123,99244,930304,2878273
518,8313,52076,116090,1003205,2845322
519,9939,48247,97035,1101966,3046431
520,10565,49833,100085,1105368,3073594
521,10331,45410,117053,1135377,2863170
522,10957,47761,89030,1029916,2946889
523,9672,52518,113033,988270,3043289
524,9299,46113,103011,1101998,2934391
525,9377,52138,93476,983078,3045005
526,10646,45373,109740,1063522,2864751
527,10055,53704,110937,1068452,3128377
528,9295,51519,103369,991518,3092540
529,10948,47209,90396,952742,2699456
530,9504,48117,99059,999127,3114946
531,8287,52413,99784,1104140,3123361
532,9775,51225,100845,908734,2995192
533,10506,53379,92825,972515,3035799
534,10808,44984,87983,978389,2954549
535,9080,51530,106998,958936,2822181
536,9618,51092,99608,1029887,3214865
537,8524,58689,97047,972036,2990336
538,10027,49310,85666,941729,3090447
539,9989,50627,103474,974270,3195981
540,10059,44601,105248,1005815,3383972
541,9655,54541,100484,996334,3030574
542,10849,47416,108312,1057019,3085180
543,8765,51007,105634,932385,3061545
544,9340,49491,111599,941804,2808341
545,10459,49510,84988,898489,3043654
546,9611,50637,98326,1033690,2651270
547,9995,45387,97309,960616,3452441
548,10577,49081,96587,914515,2625578
549,9188,50589,93216,963076,3109639
550,9473,46599,99050,1042154,2707464
551,8738,55430,91612,1049132,3091748
552,10125,49377,92633,990361,3216210
553,10067,50158,108711,978356,2875531
554,10002,54273,102309,975395,3114674
555,11395,50975,94214,1055203,3096337
556,9721,52849,88557,859565,3266625
557,10565,46815,103258,1036012,2958163
558,10487,46942,100144,1059321,2748180
559,10288,45622,106738,989987,3243616
560,10253,47214,106920,867461,2622592
561,10595,49910,95413,997139,2917576
562,10471,54783,103108,951466,3168567
563,8627,50066,106322,1021083,2933522
564,10140,51075,99687,990488,3301018
565,10225,52522,95443,958174,3134020
566,9162,51441,96183,1108009,2699891
567,9983,53072,84619,1073250,2737084
568,10236,47651,93233,1017006,3124702
569,11029,51619,98261,1021468,2571888
570,11197,48209,100002,1068477,2875741
571,9588,51813,97397,1036863,3142384
572,9711,52994,101010,1036007,2739349
573,10682,48220,98158,1066396,3125096
574,9747,41819,102692,965882,3020508
575,10125,52745,99650,1006937,2725874
576,9912,51229,100442,1031494,3342171
577,10093,49539,111838,801908,2800552
578,9344,48439,102716,898416,3162136
579,10216,55697,97388,1031239,3287095
580,10657,50343,104627,903678,2721066
581,10581,54858,100853,938435,2990547
582,10221,54042,92003,979445,3121387
583,10681,46970,102561,936779,3193396
584,11158,45481,100863,1017117,3149413
585,10154,44426,92722,995530,2895467
586,10886,49214,90375,947631,3284899
587,10284,52522,102707,981103,2773926
588,9451,54644,88169,951698,3076361
589,10840,51127,105369,1138221,3139163
590,10485,51875,97117,994754,3308856
591,9831,43403,101790,1028636,2926752
592,10273,51560,113247,1010518,3378825
593,9357,52124,91512,954909,2947590
594,9232,51931,104174,1004936,2680551
595,10819,47287,85592,1057040,3086905
596,9996,43375,92756,940613,3056413
597,9795,46760,93976,971494,2755160
598,9573,49763,97257,906657,3280170
599,10853,52171,98671,862005,2992802
600,11262,51741,103614,1040740,2706183
601,10369,52360,102090,982332,3004272
602,9265,47586,95577,979887,2862159
603,10656,47059,89394,925306,3386986
604,9648,49070,105655,1022762,2999958
605,9521,50688,90325,1041999,2745647
606,9482,51286,80228,988611,3082156
607,9988,50384,96296,945693,3102158
608,10002,51376,98672,1041911,3058576
609,10476,52908,87897,1010566,3001400
610,9469,49753,107607,1077345,3074338
611,9219,50596,109501,965052,2938723
612,9886,47457,103725,942614,3083920
613,10800,52374,102602,957804,3023551
614,9914,51895,111867,1051799,2882943
615,9407,52357,99582,996255,3404090
616,9584,46764,107352,1035795,2715973
617,10434,53267,92958,1125240,3072599
618,10098,51287,96942,1031159,2608474
619,11230,50506,94888,1030594,3335362
620,11260,48330,110510,966616,3296956
621,10300,50389,94314,1019237,3122638
622,9656,49222,95188,1139088,2828793
623,9725,47823,103625,937342,2732234
624,9740,54229,109373,941806,2720538
625,9753,55086,92794,920802,3209108
626,10681,48671,106647,1000730,3077005
627,10012,51207,95149,953100,2939416
628,11062,46859,99104,998850,3231445
629,10253,55180,107146,999063,2380528
630,9596,48599,98185,1014975,3122939
631,10185,48556,95770,952729,3257190
632,9728,49349,94607,927161,3571347
633,10006,51586,97622,889978,3106971
634,10561,49705,99248,918370,3180685
635,9629,48579,114752,1059901,2950968
636,9983,49713,95626,1018279,3137990
637,10869,44251,101422,1009162,3042523
638,10321,47067,96312,991867,2933287
639,9262,50037,104425,929316,3072295
640,8763,55358,94436,1085020,3145821
641,9802,49756,85886,1009868,2911776
642,10225,50164,101720,1014173,3328281
643,10393,49819,99776,959126,3131007
644,9722,53847,99108,982305,3163861
645,8951,49948,94610,925700,2783630
646,9453,46812,100233,908110,3000648
647,9303,49704,96457,983425,3111288
648,11051,46929,100838,868666,3013480
649,9004,46672,116601,982310,3268687
650,10276,49050,101146,1022242,2967628
651,11234,46958,98783,984710,2750764
652,9480,50396,94531,1047591,2996041
653,10527,49386,92589,1038876,2742615
654,9689,47860,104938,981006,3093968
655,10848,39838,85708,933968,3013426
656,10370,51098,93429,972849,3075712
657,10014,49503,108832,918074,2819304
658,10159,48616,101525,1005612,2921535
659,10350,51579,101475,1093004,3116601
660,9549,52222,93339,1119657,3483528
661,11161,46302,111766,1068048,3183132
662,9501,53631,106638,990501,3261132
663,10133,52313,112633,1038692,2886534
664,10166,46457,100244,1028562,2895974
665,9237,47472,114588,915786,3190229
666,10005,54202,101095,1007369,2988549
667,9679,50495,108136,1033716,2652328
668,10749,50039,113410,975867,3216801
669,9617,47914,95964,1059425,2986391
670,9813,49311,114747,934982,3071972
671,10081,54999,100138,922950,2737684
672,10693,55857,91276,918678,2661952
673,10380,45147,97502,1011919,2771718
674,9513,49410,97220,929896,3270469
675,9371,49812,100578,1056111,3022445
676,11152,46091,98370,1011531,2936637
677,9565,49319,98417,1056245,3049667
678,8870,61113,105553,952404,2950265
679,9679,52244,102418,1057066,3221349
680,10364,56183,99831,926526,3145354
681,9114,47586,93764,880972,2810622
682,9825,50940,107356,1051806,2983634
683,10462,46019,98782,1085195,3022227
684,10704,53838,105833,991491,3070085
685,9717,46302,114222,905806,2706374
686,10426,48555,98208,1005187,3347885
687,10010,54453,100553,977474,3337769
688,10274,48494,97867,998086,2898817
689,9902,52623,101711,953353,3097224
690,9911,56028,96580,982071,2845124
691,10074,52338,98773,859780,3069877
692,9675,50999,99735,892600,2819316
693,9746,45770,91542,956113,3253169
694,9826,48032,96818,935345,3036543
695,10558,47877,103957,1020802,2737349
696,10286,50648,101159,1052029,2833071
697,9579,48646,109156,849214,3285548
698,10402,54953,110980,1018217,3343954
699,10650,49813,90632,985916,3093521
700,10183,50612,104185,1019484,2990856
701,10327,51664,103380,1029022,3062594
702,10446,50009,96482,988860,3413444
703,9364,50756,105372,926082,2961109
704,8171,51540,117264,1056181,2754870
705,10284,49845,103667,991277,2786537
706,10945,46541,95914,1164282,2848775
707,10956,47569,92948,1044280,2755601
708,8956,51004,100599,1023983,2914684
709,11039,50527,101194,953904,3244628
710,9826,48375,95643,1089354,2770470
711,9476,45060,95948,852395,3337519
712,9668,53219,100446,905285,2753362
713,9926,43436,111045,856192,3085648
714,10159,52367,107266,990394,2913294
715,10296,51734,98974,1049984,2900693
716,11212,47905,100417,1010816,3243262
717,10401,47197,81472,1028002,3174120
718,9658,54273,93366,899668,2920495
719,9512,50490,95973,912208,3116107
720,9489,51705,101999,914730,3353416
721,10229,43570,91561,956435,3250975
722,11239,49262,96578,958021,3053991
723,9389,46983,102953,1063022,3043417
724,10881,53372,109642,949510,2549522
725,10272,48888,97316,901436,2701769
726,10967,49807,107095,956529,2554726
727,10966,48368,114582,1020972,3362312
728,9303,49788,102345,962761,3335267
729,10151,54510,97902,1062791,2848463
730,9000,46673,95190,1008842,2792465
731,9197,49246,104099,1025366,3115213
732,9884,57549,96977,927599,3123758
733,9985,51195,95521,1058360,3097088
734,9504,50374,112891,1089097,3080909
735,10370,54157,83311,1081027,2882825
736,10788,53014,93314,961704,2976321
737,10765,59388,93415,972621,2808604
738,9785,51893,104095,1016013,3144684
739,10900,44957,92909,1110020,3100355
740,9747,49689,89221,1027329,2884272
741,10262,54620,99166,1060118,2872703
742,9019,59235,95229,1014839,2933698
743,10288,54882,97852,1040894,3012863
744,10061,48859,104181,1046764,2657957
745,9633,55546,103920,927563,3289676
746,9406,55070,94946,906982,3085843
747,9098,49160,106048,1052999,2958375
748,10374,48667,112131,921511,3041103
749,10385,50548,100482,995920,3213677
750,11181,57508,98042,986131,3201638
751,9911,46498,107424,939774,3009361
752,10465,48146,95937,1022503,2519963
753,8154,51068,102435,942951,2826417
754,9978,50480,97641,940728,2794264
