,10000,50000,100000,1000000,3000000
188,10331,50398,93617,1040783,2962310
189,10548,54142,97966,1017600,3062822
190,10506,54037,102753,1056459,3205640
191,10663,54415,103873,1030186,3298985
192,11121,52553,111968,1120246,3134562
193,11399,54669,111948,1112549,3379018
194,11354,57182,120585,1135181,3518151
195,11928,59150,115279,1110474,3516060
196,11657,59138,117535,1180425,3767938
197,12148,58954,122704,1241849,3434959
198,12183,64508,125628,1202683,3617850
199,12182,62834,128566,1183781,3601524
200,11983,60496,123466,1203629,3448709
201,12179,60475,121087,1135401,3627864
202,11266,58741,120744,1162815,3422633
203,11685,55907,117166,1111616,3484397
204,11317,52570,115406,1143733,3409304
205,10451,56939,113777,1099338,3150470
206,10220,53715,105704,1057117,3309251
207,10390,49957,103534,1122399,3271340
208,10468,49685,104706,988249,3178762
209,10245,50143,103745,986978,3216567
210,10323,50346,97860,1060201,3214791
211,9958,52781,107877,1025392,3047253
212,10412,53089,106956,998399,3184618
213,10279,53355,107380,1099134,3165718
214,10952,51556,105865,1052634,3240746
215,10598,54888,114846,1062248,3300152
216,10856,55331,114149,1128285,3493864
217,11701,54751,118477,1135626,3459023
218,11333,58913,125276,1254172,3441069
219,12392,61177,118234,1137482,3468762
220,11853,58582,117778,1243720,3677803
221,12022,59357,118114,1287166,3671270
222,12568,59183,118751,1199322,3703579
223,12090,59393,126898,1251432,3659122
224,12054,59740,121885,1179801,3598008
225,12254,59930,117233,1199774,3377566
226,11408,60247,114221,1169725,3479282
227,11460,57704,113200,1171731,3344426
228,11303,53861,116059,1084611,3430489
229,11041,53229,108104,1061089,3219538
230,10440,52909,101542,1028088,3081470
231,10504,52391,102328,989440,3192297
232,9951,50796,103529,1087145,3064476
233,10762,48771,100059,994409,3021183
234,9638,52985,96883,1029565,3201226
235,9710,49166,100736,1031871,2940716
236,10217,47677,100009,970439,2871894
237,10417,48462,103450,953606,2938776
238,10169,49914,105786,1017222,2948561
239,10271,53899,108235,993924,3183192
240,11203,56891,111165,1092405,3133982
241,11367,54526,112893,1102781,3205176
242,11499,58833,110914,1094638,3531563
243,11367,59548,110923,1145993,3632790
244,11856,58166,120070,1134301,3483720
245,11325,57005,119781,1157968,3204153
246,11581,61747,119169,1188132,3369738
247,11458,57410,115581,1100547,3460097
248,10722,57873,119281,1090480,3324103
249,11144,53075,112079,1107625,3237387
250,11348,53885,109793,1107303,3418457
251,11082,55334,107883,1079822,3138815
252,10808,49292,102341,1033200,3066688
253,10160,52285,97563,963311,3032778
254,10333,49646,97387,975344,2996977
255,9248,45946,100751,925852,2805682
256,9298,46861,94591,1005766,2744419
257,9621,44702,97992,895718,2813788
258,8675,45257,93678,947633,2736451
259,9573,44736,94474,903215,2974489
260,8921,44802,95904,889665,2893151
261,9331,46263,91748,923277,2674594
262,9661,51525,100100,941617,2990312
263,9435,48238,98278,1004612,2980114
264,9910,51184,101635,1063416,3067046
265,10166,51717,104723,1016954,3017502
266,9988,52836,100480,1045076,2914320
267,10505,51636,108374,1079592,2977197
268,10834,53474,107324,1065051,3267087
269,10932,54982,104403,1055883,3245753
270,10676,55149,105370,1162500,3426414
271,10614,51986,105191,1101845,3300565
272,9982,50866,111399,1023827,3137996
273,11166,51805,102649,1019830,3173075
274,9809,49431,105962,1008765,3002777
275,10370,47076,95080,1007069,2993011
276,9874,45240,97907,990592,2905142
277,9497,45125,92089,945416,2835958
278,9182,44940,91124,904406,2840622
279,8236,41171,88471,923700,2572499
280,8495,44923,85515,798872,2586198
281,8818,43462,81762,851088,2744071
282,8561,42467,81815,851652,2566914
283,7931,43164,87546,828087,2640807
284,9563,42695,86800,866581,2734041
285,8925,45614,87791,899277,2667715
286,8522,45080,94291,867376,2588372
287,9147,48593,90388,944659,2685060
288,9035,46615,91474,929971,2757922
289,9112,49524,100891,914365,2877545
290,9721,52130,95701,1003179,2787401
291,9973,52583,100862,986428,3105252
292,9872,51820,103559,1047790,3144321
293,10453,52427,105630,1051134,3119663
294,10138,53651,105996,1023990,3203864
295,10589,55499,99519,1036289,3100686
296,10810,50946,104184,1037961,3006449
297,10165,50161,111148,986528,2984109
298,9640,52330,96642,1054360,3053405
299,9809,49794,98483,1030907,2975564
300,9056,45970,96895,1017595,2901213
301,9022,46303,94034,976025,2796453
302,9371,44911,90105,853934,2614311
303,8309,43283,89765,855176,2569044
304,8658,46319,85825,846616,2478320
305,8065,44361,87962,885234,2660773
306,8566,43083,87689,797727,2621014
307,8296,40806,82011,838092,2563134
308,8465,41482,85371,882069,2744905
309,9034,43395,81593,895711,2753374
310,9004,43833,85875,908779,2692357
311,9871,49907,91935,956550,2813218
312,9904,48777,95586,966918,2909334
313,10500,47619,98750,891012,3081876
314,10579,51812,103243,998637,3085302
315,10043,51992,103039,1040780,3023744
316,10183,53360,101226,1051725,3136035
317,10163,55551,106865,1147696,3202848
318,10484,52343,105138,1095577,3348684
319,10959,56339,109537,1107254,3347806
320,10747,56042,106355,1060493,3254378
321,10816,52784,100500,1043607,3392809
322,11131,53251,102193,1056693,3230784
323,10437,47962,101548,1098447,3134481
324,10474,48373,100863,1023559,2872049
325,9890,44401,98752,967442,2838469
326,9140,47396,95407,964256,2833051
327,9490,44886,100046,891746,2702679
328,9680,45845,95138,950473,2873344
329,8790,47978,94474,915270,2653545
330,9365,45230,94444,1007896,2758848
331,9003,44858,84579,943265,2964295
332,9624,46415,96900,902372,2947719
333,9988,48353,95310,964454,2838240
334,10126,46123,96943,993948,2922722
335,10318,48832,105374,1015465,2922499
336,10873,52704,102760,1089880,3089731
337,10769,51745,101913,1052548,3179422
338,11010,55734,108968,1065457,3298794
339,11356,56307,112080,1140598,3601218
340,11625,57822,112448,1106574,3467314
341,11382,58861,116104,1161522,3598223
342,11672,58290,116562,1175406,3608704
343,11598,55578,119512,1213537,3573065
344,11560,56911,114702,1089153,3700678
345,11218,57981,108783,1158553,3476565
346,11467,57624,106499,1145741,3296181
347,10982,54950,110577,1123395,3341525
348,10949,54286,116031,1034782,3109843
349,10637,54251,106597,1059561,3162137
350,11022,52705,106757,1044622,3089140
351,10248,49991,105218,1022908,3129207
352,10166,51808,104031,1004274,3095997
353,9129,50001,97816,1019448,3157324
354,10389,51194,105576,1042636,3075461
355,9458,48284,98152,1005739,2958128
356,10818,51934,98721,1002325,3024178
357,10766,50554,105671,1092549,3003022
358,10611,52524,106953,1091414,3161722
359,10361,50573,106955,1127769,3187254
360,11802,55073,110625,1084693,3245582
361,11794,56152,116771,1146390,3510392
362,12616,58810,113910,1217185,3576103
363,11761,62248,118665,1185964,3697750
364,12467,60632,121179,1208975,3639651
365,12046,60342,119181,1267462,3690006
366,12712,64288,132408,1255607,3788583
367,12417,63719,126774,1244674,3624106
368,11983,62893,120251,1274879,3473854
369,12401,57840,130387,1218577,3423815
370,11413,61126,119731,1205870,3598364
371,12154,58749,115965,1185969,3625502
372,11414,57309,115841,1163582,3514208
373,11372,57499,106603,1073782,3326858
374,11531,55564,115332,1148860,3219081
375,10825,54125,99380,1127508,3134645
376,10479,51208,104108,1067833,3184448
377,10497,52022,103564,1053753,3094301
378,10215,54704,103457,1102221,3024895
379,10243,54145,100130,1052648,3182715
380,10321,53929,104184,1080415,3171105
381,11253,52757,111462,1031322,3279785
382,10896,55469,113842,1100229,3484852
383,11178,55856,119879,1140471,3302527
384,10387,57401,115317,1093814,3447431
385,11717,57358,120354,1220327,3454609
386,12230,60809,114447,1205654,3457856
387,11674,60067,126109,1273960,3746879
388,12033,60597,119211,1231993,3774447
389,12828,61402,127062,1257006,3712842
390,12609,63606,129079,1225320,3737314
391,12759,62809,125572,1208628,3639996
392,12099,62183,122238,1210708,3731268
393,11874,59189,119137,1207926,3581708
394,12053,58821,120686,1224822,3541824
395,11497,58526,114936,1150012,3642456
396,11006,56450,111518,1112911,3460462
397,11201,56438,112775,1168956,3372530
398,11313,52803,105100,1090484,3206839
399,10311,55409,104656,1129700,3086927
400,10259,53122,94394,996136,3158308
401,10185,50429,105741,1030557,2960581
402,9839,51481,97209,998220,3043060
403,10383,53955,106542,1039123,3154713
404,10242,50550,98112,1005962,3182205
405,10661,52727,102196,1064713,3190323
406,10808,52217,105299,1036356,3263653
407,10528,54979,105437,1136619,3289391
408,10668,54306,106322,1092531,3244679
409,10750,58094,109339,1140212,3554252
410,11266,56672,117591,1182150,3464656
411,11342,57403,114972,1137664,3609142
412,11596,57649,118557,1132574,3342605
413,11598,57674,119920,1186802,3626199
414,11844,58237,118476,1143171,3653222
415,12391,59283,108095,1159096,3622197
416,11788,56225,118227,1155027,3456379
417,11451,56601,113126,1186843,3435190
418,11715,56150,115797,1085646,3283820
419,10980,50872,105830,1127922,3314769
420,11158,55043,103135,1056620,3135472
421,10876,53339,103977,1051416,3021826
422,10301,51314,105188,1006662,2931925
423,10162,49430,97528,948476,2871708
424,9445,48900,94801,958647,2785319
425,9902,46759,95688,953253,2794653
426,9574,47032,95166,1020873,2806930
427,9087,47106,95504,953085,2846267
428,10350,47547,98647,989071,2738974
429,9357,50034,96438,923613,3043734
430,10204,45659,100009,957967,3004690
431,10209,51690,99234,947480,2715363
432,10106,49862,99136,973366,2995202
433,10573,50303,101605,1048861,3160632
434,10580,50848,106846,1012501,3265387
435,10709,52558,105211,1059471,3149020
436,11063,52912,111543,1049926,3233792
437,11184,54114,107733,1137922,3311523
438,10795,56792,110858,1107663,3268304
439,11217,57240,110592,1058042,3475783
440,10888,55210,104702,1015905,3221812
441,10200,54883,111929,1027734,3236842
442,11248,52939,103198,1019528,3188749
443,9914,49168,100836,1044243,3095679
444,9350,52758,94344,995362,3116785
445,9003,49230,95789,934812,2832527
446,9382,46511,91949,948951,2718025
447,9646,46285,85531,917127,2916295
448,9218,43496,86345,849496,2646076
449,8665,41692,87367,908357,2755612
450,8082,42428,85685,842913,2777844
451,8942,44621,87154,869588,2713291
452,8548,44306,89268,881965,2614406
453,8925,41727,89975,912425,2777853
454,9435,47374,98156,861128,2677203
455,8899,48697,97493,887891,2881629
456,8982,50462,92907,977748,2899292
457,9748,49882,95864,975157,3138324
458,10329,50744,99896,1011252,2999890
459,10467,50198,100615,1040052,3334399
460,10621,51225,108462,1053789,3231551
461,11119,52224,108085,1097801,3179675
462,10495,52585,103535,997805,2959191
463,10686,53596,108770,1125798,3147528
464,10441,50967,105795,1066134,3147231
465,10445,50251,101050,1085632,2995608
466,9847,53208,102101,988597,2948137
467,9446,47714,96356,923333,2994555
468,9253,47742,98136,918090,3074062
469,9396,45600,93992,991867,2775300
470,9032,48374,95799,914017,2848872
471,8795,47133,89148,944088,2602214
472,9289,42921,86180,904791,2581590
473,9241,45537,81288,852139,2734952
474,8820,42525,86401,882666,2483022
475,8512,42030,83579,915045,2529502
476,8594,45689,90678,887535,2626834
477,8892,44681,84458,874297,2636328
478,8785,43641,90135,990426,2599575
479,9264,50184,91562,949118,2877976
480,10469,47063,98317,1002755,2965956
481,10407,52424,101245,966866,2981426
482,9695,52599,101823,993478,3082188
483,11019,52520,107680,1023677,3140882
484,10712,54746,104159,1079636,3099002
485,9857,55237,110172,1090353,3186569
486,11415,53459,108153,1065721,3074247
487,11019,56131,106547,1114719,3234756
488,11005,56295,106280,1052170,3143722
489,10587,52833,113547,1119149,3194725
490,10629,51181,106791,1039841,3046533
491,10761,54875,107058,1074662,3089337
492,10114,50677,101908,996798,3076084
493,10212,48167,109102,1038080,2897566
494,9548,48194,94879,977734,2931993
495,9423,46930,99700,960894,2927538
496,8787,44495,92221,945923,2905903
497,9253,47772,91403,879759,2863108
498,9552,46714,92547,890291,2784721
499,9392,49409,92635,930081,2835066
500,9715,50163,96724,927530,2914954
501,9995,45916,95163,990629,2933458
502,10604,51141,98518,984700,3017221
503,10058,50841,101635,1063107,3130393
504,9965,51125,110584,1053214,3280670
505,11042,53161,110985,1134778,3408353
506,11167,56878,110316,1103283,3251558
507,10937,57567,110841,1171129,3426929
508,11511,59031,117907,1160034,3428867
509,11979,58695,118599,1180025,3572304
510,11544,59835,122583,1233105,3302298
511,12181,61320,116042,1175559,3414395
512,11861,58738,118758,1112937,3403577
513,11305,60448,120108,1163463,3470147
514,11492,56513,116283,1139433,3541811
515,11272,58639,113936,1170148,3248916
516,10810,53500,109742,1030790,3257978
517,11093,54603,111988,1102284,3329393
518,10554,52641,102427,970412,3213935
519,10373,52844,104867,1042875,2901101
520,9924,51450,97669,1046939,3107542
521,10002,50954,96657,1034877,2837668
522,10198,51712,105890,967702,2882085
523,10223,53281,104792,1054933,3086537
524,10568,52910,102396,1025734,3092898
525,10906,52846,112230,1035222,3225978
526,10480,55082,109551,1086313,3208737
527,11189,58599,112784,1157238,3446318
528,11493,59914,116009,1108592,3584273
529,11647,59315,124092,1185488,3399828
530,12384,59595,117108,1173961,3677380
531,12237,60071,128490,1247036,3596257
532,12108,66584,119495,1216118,3784155
533,12323,61870,122127,1204575,3778705
534,12369,62592,121382,1222468,3842823
535,12619,60637,121479,1255007,3620726
536,13398,60369,125076,1243374,3725978
537,12511,57930,122476,1215564,3566148
538,11720,59523,118262,1217465,3507685
539,12299,58987,121470,1185249,3568176
540,11807,57839,120361,1140254,3399143
541,11243,57492,113209,1152957,3411310
542,11308,54152,108317,1103973,3308322
543,10271,56571,110248,1124416,3401826
544,10570,50005,108034,1073171,3314793
545,11102,53501,109756,1090624,3336555
546,11033,57883,109447,1037982,3370078
547,10654,53949,113099,1123390,3354070
548,11016,55003,109658,1100300,3359904
549,10933,58126,108579,1048114,3212472
550,11198,54386,106293,1110613,3316798
551,11570,56382,114456,1064852,3415556
552,11653,60840,122914,1157115,3523305
553,11727,60259,123015,1185395,3635666
554,11830,59724,119566,1251697,3626134
555,12647,63890,118873,1240985,3858728
556,12439,61117,127201,1304541,3582465
557,12589,64563,120125,1251010,3858936
558,12427,61452,119714,1336199,3774142
559,12704,62224,122994,1262183,3713854
560,12826,63558,125337,1318954,3695455
561,12563,62383,117277,1172671,3849895
562,11610,62226,118511,1185223,3666044
563,11737,58185,120415,1131813,3653337
564,11818,58756,115199,1184167,3387375
565,10963,57266,106404,1088670,3371340
566,11226,56986,108613,1133765,3187995
567,10524,51771,107749,1095018,2880283
568,10273,55767,104478,1026432,3182845
569,10065,52581,100911,995382,3001672
570,10210,50382,100292,955076,3105836
571,10525,50546,102740,1034710,3162183
572,10324,55421,104817,1044016,2940715
573,10390,50598,102532,1029440,3178280
574,10911,55174,107144,1114416,3219793
575,11131,52645,107842,1103270,3383609
576,11447,56655,109963,1154435,3461998
577,12147,55890,112037,1106102,3360986
578,11665,59055,116369,1134991,3533850
579,11941,58291,121649,1225380,3568907
580,11759,62077,122167,1212469,3473305
581,12289,63401,116769,1227411,3535739
582,11923,60212,117256,1244007,3597156
583,12023,58096,127299,1199505,3683059
584,11775,58902,122863,1222504,3592758
585,11525,58074,116637,1175625,3408618
586,11332,55567,111953,1125973,3474573
587,11241,53123,106702,1135981,3266547
588,11381,51065,113097,1049279,3204760
589,10928,53426,101649,1078075,3265314
590,9975,53691,101775,969444,3201889
591,9947,48273,95229,1054416,3013087
592,9927,50034,100127,1019409,2821972
593,9474,47805,98793,921895,2714845
594,9293,48232,94018,963060,2863132
595,8815,47334,95462,893937,2851978
596,9222,46715,94111,920673,2941973
597,9851,47644,94192,938277,2877319
598,10029,47889,97767,1016907,2951566
599,9725,52555,97033,1040638,3137058
600,10277,52862,103010,1093891,3177822
601,10544,53353,107489,1063037,3007494
602,11427,52390,102628,1086670,3142931
603,11047,55422,117269,1089107,3156223
604,10625,55918,111598,1106694,3239675
605,10837,56051,109343,1041342,3478504
606,11098,52911,115125,1118474,3310103
607,11057,54692,112193,1105101,3472272
608,11057,53897,109901,1091298,3259996
609,11035,54352,107642,1106807,3154024
610,10737,51299,102241,1034837,3263223
611,10590,51242,107991,1066516,3106108
612,9551,49542,97469,1016635,3072484
613,10062,50112,95641,966548,2877128
614,9429,48896,104177,916965,2941642
615,8309,49049,94504,939808,2768479
616,8812,45912,84610,932110,2781299
617,9336,45604,88019,916571,2701793
618,8170,47814,89711,910905,2595812
619,9186,45419,89611,963480,2629795
620,8349,46096,90864,902143,2600388
621,7958,46150,93776,960938,2884112
622,8707,49765,89516,978616,2533818
623,10191,46486,99023,924890,3019622
624,9837,51840,102299,1019164,2898987
625,10565,48929,96846,1084024,2935808
626,10368,49059,107331,1038399,2975521
627,10193,53066,101457,1087471,3132401
628,10799,50818,99179,1126986,3410869
629,10496,54178,104816,1128967,3268029
630,10520,51144,110679,1094657,3302253
631,10339,51698,110315,1075681,3122568
632,10833,52358,110880,1020039,3184571
633,10218,52650,104511,1065993,3327095
634,10767,49852,104505,1053895,3085786
635,10083,53379,99003,991586,2789204
636,9221,51204,96012,976254,2830682
637,9055,47590,94458,903202,2862767
638,8968,47585,88367,966755,2699159
639,8868,44841,90497,980142,2601058
640,9033,44897,86542,914669,2624828
641,9240,46428,81834,885088,2583866
642,9154,42891,92212,915589,2575791
643,9420,46283,79963,890654,2693341
644,9538,42874,94154,845554,2788938
645,8972,44433,94360,854594,2843856
646,9718,48773,95537,966786,2770619
647,9482,50577,94368,947325,3033045
648,9683,49197,104403,969556,3140024
649,9918,52753,104222,1013576,2995449
650,10803,52815,107891,1082479,3153785
651,10945,54015,108742,1075153,3161637
652,11375,56372,109386,1095143,3255780
653,11142,54143,107466,1115068,3433725
654,10501,54488,113787,1107417,3380814
655,11039,54856,111271,1071952,3394013
656,10697,55947,105894,1096107,3270822
657,11501,50689,108219,1098430,3368533
658,10682,56016,111421,1115040,3234314
659,11129,51648,104472,1038893,3213208
660,10975,49173,111149,1004064,3012875
661,9877,50445,103670,979436,2930373
662,10047,49200,96016,965034,3138770
663,9500,52118,96914,1005507,3085663
664,9743,48562,94161,985684,2916794
665,9158,48701,93558,927079,2813685
666,9606,46252,90270,939134,3006749
667,9582,47855,96721,956656,2941751
668,10333,50398,96148,970441,2833844
669,10190,50577,94640,981368,3067066
670,10011,52741,104425,1033205,3177239
671,10544,54627,109149,1089117,3273101
672,11245,56865,111071,1090470,3076561
673,11093,53051,115273,1085108,3393217
674,10993,56439,107945,1168414,3301343
675,12186,57371,118055,1142874,3386051
676,12335,56450,115904,1117579,3511401
677,12194,58485,118516,1172825,3697793
678,12750,60386,116036,1218982,3464487
679,11840,59906,122154,1197313,3560667
680,11951,59146,118827,1222630,3507736
681,11904,57537,117691,1162229,3541026
682,11799,60345,118139,1171784,3626436
683,11885,56679,107498,1185336,3411021
684,10879,54767,113607,1108472,3428235
685,10692,55278,108163,1093899,3377512
686,11388,55170,102689,1070392,3321838
687,10637,54930,104511,1057123,3216885
688,10787,51767,104400,1005183,3136988
689,10331,51725,106517,1094954,3050305
690,9859,52409,104291,1028633,3021536
691,10539,50846,107399,1054035,3096996
692,10069,52032,107853,1045676,3222886
693,11029,53005,106167,1046303,3184291
694,10746,56839,109097,1171515,3260943
695,11333,54195,115135,1134712,3604154
696,11675,57639,112696,1112689,3534274
697,11530,58154,119494,1200392,3432667
698,12421,57209,123572,1215868,3568430
699,12605,60274,122879,1205866,3561419
700,12180,61842,126546,1244621,3680517
701,12596,65933,122882,1287412,3812631
702,12855,65042,128671,1275263,3876223
703,12277,66033,125539,1301622,3882373
704,12349,64472,123889,1231969,3656300
705,11946,60925,121132,1243975,3575498
706,12509,63371,123182,1234844,3809017
707,12027,58972,120713,1148186,3766748
708,11747,62658,116481,1116005,3509905
709,11219,56465,120137,1113275,3485309
710,10854,54431,114782,1136855,3400109
711,10642,56926,115636,1145550,3278528
712,10469,53652,110974,1124565,3414126
713,10943,54220,103375,1132768,3276472
714,10931,52230,108186,1118623,3561272
715,11159,57435,102102,1105143,3418567
716,11524,53697,104654,1158711,3334029
717,11796,55063,115234,1079129,3209344
718,10988,53956,121806,1130861,3568170
719,12102,57498,119271,1175706,3410109
720,11687,61099,119570,1149268,3497377
721,11991,61789,119260,1182135,3695359
722,12708,62648,128923,1248681,3640537
723,12222,62081,127728,1309933,3704645
724,12824,61525,119433,1251874,3676300
725,12939,65102,127905,1283093,3709859
726,13005,65797,130322,1263313,3959009
727,12522,64704,128720,1280477,3638445
728,12536,61353,129023,1295024,3892781
729,12089,62207,131535,1227192,3821868
730,11756,63607,121412,1230548,3600230
731,12130,61216,121940,1194163,3508075
732,11515,57540,117902,1111777,3556094
733,11334,56941,110140,1191300,3356865
734,11454,54708,104771,1120127,3277969
735,11111,54575,110108,1093378,3237295
736,10492,56360,103541,1062114,3195682
737,10778,51555,105083,1065200,3064242
738,10833,51496,110436,1083605,3184689
739,10268,54211,105638,1081535,3232736
740,10230,53386,104787,1058770,3226684
741,10736,55311,103397,1087276,3139630
742,10641,56126,102874,1075502,3447788
743,11600,54555,110484,1163767,3392447
744,11856,55391,112722,1090196,3532556
745,12389,60084,119425,1182945,3328108
